child_events,id,ticket_id,timestamp,created_at,updater_id,via,system,event_type
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708060807234,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08061E+11,38850,1557889039,57:19.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707396581873,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707396582053,""previous_value"":""0"",""via"":""Chat""}]",7.07397E+11,38855,1557889219,00:19.0,3.74837E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707400164313,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707400164433,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""7522""},""id"":707400164533,""previous_value"":""7356"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""166""},""id"":707400164613,""previous_value"":""1514"",""via"":""Web form""}]",7.074E+11,38789,1557889432,03:52.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708070631094,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708070631114,""previous_value"":""pending"",""via"":""Web service""}]",7.08071E+11,38732,1557889787,09:47.0,3.64828E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708072674994,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":377315760074,""id"":708072675054,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":708072675094,""added_tags"":[""datacenter_aws"",""zopim_chat""],""tags"":[""datacenter_aws"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with Michael Healy"",""event_type"":""Create"",""via_reference_id"":null,""id"":708072675174,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708072675234,""assignee_id"":373612143614,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708072675274,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":708072675314,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":708072675354,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708072675374,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""360867755133"",""via_reference_id"":null,""id"":708072675394,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":708072675414,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":708072675434,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":708072675454,""via"":""Chat""}]",7.08073E+11,38856,1557890011,13:31.0,3.77316E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708074407434,""comment_present"":true,""via"":""Web service""},{""subject"":""お世話になっております。\nローカルのファイルをTDに取り込む際に、コマンドで実行する方法（td import）とembulkで取り込む2つの方法があると思います。\n同じファイルを取り込んでいるのですが、コマンドの方は数が問題なく取り込んでいるのですが、embulkの方がかなり数が"",""event_type"":""Create"",""via_reference_id"":null,""id"":708074407474,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":360220194928,""id"":708074407514,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":708074407554,""added_tags"":[""datacenter_aws"",""datacenter_aws_tokyo"",""partner-legoliss""],""tags"":[""datacenter_aws"",""datacenter_aws_tokyo"",""partner-legoliss""],""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000448128"":""partner-legoliss""},""id"":708074407594,""via"":""Web service""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":708074407634,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":708074407674,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708074407714,""via"":""Web service"",""type"":null},{""event_type"":""Create"",""organization_id"":""963574927"",""via_reference_id"":null,""id"":708074407754,""via"":""Web service""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":708074407794,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":708074407834,""via"":""Web service""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":708074407874,""via"":""Web service""}]",7.08074E+11,38857,1557890193,16:33.0,3.6022E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":null,""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707753843974,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""354""},""id"":707753844074,""previous_value"":""59"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""295""},""id"":707753844114,""previous_value"":""59"",""via"":""Web form""}]",7.07754E+11,38841,1557866457,40:57.0,3.64599E+11,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708074417314,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708074417354,""previous_value"":""0"",""via"":""Web service""}]",7.08074E+11,38857,1557890215,16:55.0,3.6022E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707409732113,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1231""},""id"":707409732193,""previous_value"":""5"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1226""},""id"":707409732213,""previous_value"":""5"",""via"":""Web form""}]",7.0741E+11,38853,1557890293,18:13.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708075160554,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708075160574,""assignee_id"":373612143614,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708075160614,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708075160674,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""67""},""id"":708075160734,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""67""},""id"":708075160754,""previous_value"":null,""via"":""Web form""}]",7.08075E+11,38857,1557890305,18:25.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707409892873,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""69""},""id"":707409892953,""previous_value"":""67"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""2""},""id"":707409892993,""previous_value"":""67"",""via"":""Web form""}]",7.0741E+11,38857,1557890311,18:31.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707410506113,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":365255051067,""id"":707410506133,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707410506153,""added_tags"":[""datacenter_aws"",""zopim_chat""],""tags"":[""datacenter_aws"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with masato ichimura"",""event_type"":""Create"",""via_reference_id"":null,""id"":707410506173,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707410506193,""assignee_id"":5396187947,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707410506213,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707410506233,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707410506253,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707410506273,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""260108817"",""via_reference_id"":null,""id"":707410506293,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707410506313,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707410506333,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707410506373,""via"":""Chat""}]",7.07411E+11,38858,1557890381,19:41.0,3.65255E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
[],7.07412E+11,38857,1557890543,22:23.0,1130579717,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708077251554,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708077251654,""previous_value"":""pending"",""via"":""Web service""}]",7.08077E+11,38857,1557890543,22:23.0,3.6022E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707413174813,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707413174853,""previous_value"":""0"",""via"":""Chat""}]",7.07413E+11,38856,1557890683,24:43.0,3.77316E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708078474394,""comment_present"":true,""via"":""Chat""}]",7.08078E+11,38856,1557890684,24:44.0,3.77316E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708078480074,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08078E+11,38856,1557890684,24:44.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708078540234,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708078540314,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""128""},""id"":708078540354,""previous_value"":""69"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""59""},""id"":708078540394,""previous_value"":""2"",""via"":""Web form""}]",7.08079E+11,38857,1557890691,24:51.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707413313713,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707413313793,""previous_value"":""pending"",""via"":""Web service""}]",7.07413E+11,38857,1557890698,24:58.0,3.6022E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708079102234,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708079102254,""previous_value"":""0"",""via"":""Chat""}]",7.08079E+11,38858,1557890757,25:57.0,3.65255E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707414068873,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707414068913,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""179""},""id"":707414068953,""previous_value"":""128"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""51""},""id"":707414068993,""previous_value"":""59"",""via"":""Web form""}]",7.07414E+11,38857,1557890792,26:32.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708080192414,""comment_present"":true,""via"":""Mail""}]",7.0808E+11,38856,1557890892,28:12.0,3.77316E+11,Mail,"{""location"":""Novato, CA, United States"",""client"":null,""longitude"":-122.5416,""latitude"":38.06630000000001}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708082115334,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708082115454,""previous_value"":""pending"",""via"":""Web service""}]",7.08082E+11,38857,1557891105,31:45.0,3.6022E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708082115674,""comment_present"":true,""via"":""Chat""}]",7.08082E+11,38855,1557891105,31:45.0,3.74837E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708082120194,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08082E+11,38855,1557891105,31:45.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707416925893,""comment_present"":true,""via"":""Web form""},{""subject"":""inconsistent results between query and segment builder"",""event_type"":""Change"",""via_reference_id"":null,""id"":707416925953,""previous_value"":""Chat with Michael Healy"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707416925973,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""317""},""id"":707416925993,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""317""},""id"":707416926013,""previous_value"":null,""via"":""Web form""}]",7.07417E+11,38856,1557891133,32:13.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707417420293,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707417420353,""previous_value"":""pending"",""via"":""Mail""}]",7.07417E+11,38856,1557891193,33:13.0,3.77316E+11,Mail,"{""location"":""Novato, CA, United States"",""client"":null,""longitude"":-122.5416,""latitude"":38.06630000000001}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":366868760473,""id"":707618287674,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":366868760473,""id"":707618289254,""previous_value"":""pending"",""via"":""Mail""}]",7.07618E+11,38571,1557859933,52:13.0,3.69025E+11,Mail,"{""location"":""Sao Jose Dos Pinhais, 18, Brazil"",""client"":null,""longitude"":-49.19980000000001,""latitude"":-25.531800000000004}",Audit
